id,PXORDX,OLDPXORDX,CODETYPE,CCID,CONCEPTID,VOCABULARYID,DOMAINID,TRACK,STANCON,CODE,CODEWS,CODESCHEME,LONGDESC,SHORTDESC,CODESTATUS,CODECHANGE,CODECYEAR,CODEPTYPE,CODEBSTATUS,CODECCSTATUS,SEX_CD,ANATOC,POACS,POACC,POACCY,VALIDSD,VALIDED,INVALIDR,CREATE_DT
710,D,D,I09,"5-dig billing code",44828674,ICD9CM,Condition,Medical,NULL,04041,040.41,ICD9DIAG,"Infant botulism","Infant botulism",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
711,D,D,I09,"5-dig billing code",44834422,ICD9CM,Condition,Medical,NULL,04042,040.42,ICD9DIAG,"Wound botulism","Wound botulism",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
712,D,D,I09,"4-dig nonbill code",44819358,ICD9CM,Condition,Medical,NULL,0408,040.8,ICD9DIAG,"Other specified bacterial diseases","Other specified bacterial disease",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
713,D,D,I09,"5-dig billing code",44822815,ICD9CM,Condition,Medical,NULL,04081,040.81,ICD9DIAG,"Tropical pyomyositis","Tropical pyomyositis",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
714,D,D,I09,"5-dig billing code",44828675,ICD9CM,Condition,Medical,NULL,04082,040.82,ICD9DIAG,"Toxic shock syndrome","Toxic shock syndrome",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
715,D,D,I09,"5-dig billing code",44832072,ICD9CM,Condition,Medical,NULL,04089,040.89,ICD9DIAG,"Other specified bacterial diseases","Other specified bacterial diseases",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
716,D,D,I09,"3-dig nonbill code",44828676,ICD9CM,Condition,Medical,NULL,041,041,ICD9DIAG,"Bacterial infection in conditions classified elsewhere and of unspecified site","Bacterial infection in conditions classified elsewhere and of unspecified site",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
717,D,D,I09,"4-dig nonbill code",44829735,ICD9CM,Condition,Medical,NULL,0410,041.0,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site","Streptococcus infection in conditions classified elsewhere and of unspecified site",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
718,D,D,I09,"5-dig billing code",44821669,ICD9CM,Condition,Medical,NULL,04100,041.00,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
719,D,D,I09,"5-dig billing code",44833226,ICD9CM,Condition,Medical,NULL,04101,041.01,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group A","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group a",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
720,D,D,I09,"5-dig billing code",44820548,ICD9CM,Condition,Medical,NULL,04102,041.02,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group b",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
721,D,D,I09,"5-dig billing code",44828677,ICD9CM,Condition,Medical,NULL,04103,041.03,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group C","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group c",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
722,D,D,I09,"5-dig billing code",44822816,ICD9CM,Condition,Medical,NULL,04104,041.04,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group D [Enterococcus]","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group d [enterococcus]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
723,D,D,I09,"5-dig billing code",44834423,ICD9CM,Condition,Medical,NULL,04105,041.05,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group G","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group g",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
724,D,D,I09,"5-dig billing code",44825146,ICD9CM,Condition,Medical,NULL,04109,041.09,ICD9DIAG,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus","Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
725,D,D,I09,"4-dig nonbill code",44825147,ICD9CM,Condition,Medical,NULL,0411,041.1,ICD9DIAG,"Staphylococcus infection in conditions classified elsewhere and of unspecified site","Staphylococcus infection in conditions classified elsewhere and of unspecified site",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
726,D,D,I09,"5-dig billing code",44830920,ICD9CM,Condition,Medical,NULL,04110,041.10,ICD9DIAG,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified","Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
727,D,D,I09,"5-dig billing code",44827488,ICD9CM,Condition,Medical,NULL,04111,041.11,ICD9DIAG,"Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site","Methicillin susceptible staphylococcus aureus in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
728,D,D,I09,"5-dig billing code",44823971,ICD9CM,Condition,Medical,NULL,04112,041.12,ICD9DIAG,"Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site","Methicillin resistant staphylococcus aureus in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
729,D,D,I09,"5-dig billing code",44835610,ICD9CM,Condition,Medical,NULL,04119,041.19,ICD9DIAG,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus","Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
730,D,D,I09,"4-dig billing code",44836770,ICD9CM,Condition,Medical,NULL,0412,041.2,ICD9DIAG,"Pneumococcus infection in conditions classified elsewhere and of unspecified site","Pneumococcus infection in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
731,D,D,I09,"4-dig billing code",44836771,ICD9CM,Condition,Medical,NULL,0413,041.3,ICD9DIAG,"Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site","Friedlpñnder's bacillus infection in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
732,D,D,I09,"4-dig nonbill code",44823972,ICD9CM,Condition,Medical,NULL,0414,041.4,ICD9DIAG,"Escherichia coli [E. coli] infection in conditions classified elsewhere and of unspecified site","Escherichia coli [e. coli] infection in conditions classified elsewhere and of unspecified site",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
733,D,D,I09,"5-dig billing code",44836772,ICD9CM,Condition,Medical,NULL,04141,041.41,ICD9DIAG,"Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157","Shiga toxin-producing escherichia coli [e. coli] (stec) o157",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,20131010,20991231,NULL,42005
734,D,D,I09,"5-dig billing code",44822817,ICD9CM,Condition,Medical,NULL,04142,041.42,ICD9DIAG,"Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC)","Other specified shiga toxin-producing escherichia coli [e. coli] (stec)",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,20131010,20991231,NULL,42005
735,D,D,I09,"5-dig billing code",44827489,ICD9CM,Condition,Medical,NULL,04143,041.43,ICD9DIAG,"Shiga toxin-producing Escherichia coli [E. coli] (STEC), unspecified","Shiga toxin-producing escherichia coli [e. coli] (stec), unspecified",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,20131010,20991231,NULL,42005
736,D,D,I09,"5-dig billing code",44829736,ICD9CM,Condition,Medical,NULL,04149,041.49,ICD9DIAG,"Other and unspecified Escherichia coli [E. coli]","Other and unspecified escherichia coli [e. coli]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,20111001,20991231,NULL,42005
737,D,D,I09,"4-dig billing code",44836773,ICD9CM,Condition,Medical,NULL,0415,041.5,ICD9DIAG,"Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site","Hemophilus influenzae [h. influenzae] infection in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
738,D,D,I09,"4-dig billing code",44835611,ICD9CM,Condition,Medical,NULL,0416,041.6,ICD9DIAG,"Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site","Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
739,D,D,I09,"4-dig billing code",44827490,ICD9CM,Condition,Medical,NULL,0417,041.7,ICD9DIAG,"Pseudomonas infection in conditions classified elsewhere and of unspecified site","Pseudomonas infection in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
740,D,D,I09,"4-dig nonbill code",44819359,ICD9CM,Condition,Medical,NULL,0418,041.8,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site","Other specified bacterial infections in conditions classified elsewhere and of unspecified site",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
741,D,D,I09,"5-dig billing code",44834424,ICD9CM,Condition,Medical,NULL,04181,041.81,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
742,D,D,I09,"5-dig billing code",44821670,ICD9CM,Condition,Medical,NULL,04182,041.82,ICD9DIAG,"Bacteroides fragilis","Bacteroides fragilis",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
743,D,D,I09,"5-dig billing code",44834425,ICD9CM,Condition,Medical,NULL,04183,041.83,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, Clostridium perfringens","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, clostridium perfringens",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
744,D,D,I09,"5-dig billing code",44821671,ICD9CM,Condition,Medical,NULL,04184,041.84,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
745,D,D,I09,"5-dig billing code",44826333,ICD9CM,Condition,Medical,NULL,04185,041.85,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
746,D,D,I09,"5-dig billing code",44833227,ICD9CM,Condition,Medical,NULL,04186,041.86,ICD9DIAG,"Helicobacter pylori [H. pylori]","Helicobacter pylori [h. pylori]",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
747,D,D,I09,"5-dig billing code",44826334,ICD9CM,Condition,Medical,NULL,04189,041.89,ICD9DIAG,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
748,D,D,I09,"4-dig billing code",44833228,ICD9CM,Condition,Medical,NULL,0419,041.9,ICD9DIAG,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site","Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
749,D,D,I09,"3-dig billing code",44829737,ICD9CM,Condition,Medical,NULL,042,042,ICD9DIAG,"Human immunodeficiency virus [HIV] disease","Human immunodeficiency virus [hiv] disease",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
750,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0420,042.0,ICD9DIAG,"AIDS with specified infections","AIDS w/specif infections",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
751,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0421,042.1,ICD9DIAG,"AIDS causing other specified infections","AIDS caus oth spec infect",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
752,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0422,042.2,ICD9DIAG,"AIDS with specified malignant neoplasms","AIDS w/spec malig neoplsm",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
753,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0429,042.9,ICD9DIAG,"AIDS, unspecified","AIDS, unspecified",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
754,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0430,043.0,ICD9DIAG,"HIV infection causing lymphadenopathy","HIV caus lymphadenopathy",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
755,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0431,043.1,ICD9DIAG,"HIV causing specified diseases of the central nervous system","HIV caus sp cns disease",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
756,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0432,043.2,ICD9DIAG,"HIV infection causing other disorders involving the immune mechanism","HIV caus ot disor immune",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
757,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0433,043.3,ICD9DIAG,"HIV infection causing other specified conditions","HIV caus oth specif cond",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
758,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0439,043.9,ICD9DIAG,"AIDS related complex, unspecified","ARC, unspecified",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
759,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0440,044.0,ICD9DIAG,"HIV causing specified acute infections","HIV caus acute infection",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
760,D,D,I09,"4-dig billing code",NULL,ICD9CM,Condition,Medical,NULL,0449,044.9,ICD9DIAG,"HIV infection, unspecified","HIV infection, unspecified",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,NULL,NULL,NULL,42536.93102
761,D,D,I09,"3-dig nonbill code",44819360,ICD9CM,Condition,Medical,NULL,045,045,ICD9DIAG,"Acute poliomyelitis","Acute poliomyelitis",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
762,D,D,I09,"4-dig nonbill code",44819361,ICD9CM,Condition,Medical,NULL,0450,045.0,ICD9DIAG,"Acute paralytic poliomyelitis specified as bulbar","Acute paralytic poliomyelitis specified as bulbar",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
763,D,D,I09,"5-dig billing code",44828678,ICD9CM,Condition,Medical,NULL,04500,045.00,ICD9DIAG,"Acute paralytic poliomyelitis specified as bulbar, poliovirus, unspecified type","Acute paralytic poliomyelitis specified as bulbar, poliovirus, unspecified type",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
764,D,D,I09,"5-dig billing code",44826335,ICD9CM,Condition,Medical,NULL,04501,045.01,ICD9DIAG,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type I","Acute paralytic poliomyelitis specified as bulbar, poliovirus type i",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
765,D,D,I09,"5-dig billing code",44832073,ICD9CM,Condition,Medical,NULL,04502,045.02,ICD9DIAG,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type II","Acute paralytic poliomyelitis specified as bulbar, poliovirus type ii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
766,D,D,I09,"5-dig billing code",44834426,ICD9CM,Condition,Medical,NULL,04503,045.03,ICD9DIAG,"Acute paralytic poliomyelitis specified as bulbar, poliovirus type III","Acute paralytic poliomyelitis specified as bulbar, poliovirus type iii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
767,D,D,I09,"4-dig nonbill code",44834427,ICD9CM,Condition,Medical,NULL,0451,045.1,ICD9DIAG,"Acute poliomyelitis with other paralysis","Acute poliomyelitis with other paralysis",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
768,D,D,I09,"5-dig billing code",44830921,ICD9CM,Condition,Medical,NULL,04510,045.10,ICD9DIAG,"Acute poliomyelitis with other paralysis, poliovirus, unspecified type","Acute poliomyelitis with other paralysis, poliovirus, unspecified type",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
769,D,D,I09,"5-dig billing code",44832074,ICD9CM,Condition,Medical,NULL,04511,045.11,ICD9DIAG,"Acute poliomyelitis with other paralysis, poliovirus type I","Acute poliomyelitis with other paralysis, poliovirus type i",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
770,D,D,I09,"5-dig billing code",44836774,ICD9CM,Condition,Medical,NULL,04512,045.12,ICD9DIAG,"Acute poliomyelitis with other paralysis, poliovirus type II","Acute poliomyelitis with other paralysis, poliovirus type ii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
771,D,D,I09,"5-dig billing code",44826336,ICD9CM,Condition,Medical,NULL,04513,045.13,ICD9DIAG,"Acute poliomyelitis with other paralysis, poliovirus type III","Acute poliomyelitis with other paralysis, poliovirus type iii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
772,D,D,I09,"4-dig nonbill code",44829738,ICD9CM,Condition,Medical,NULL,0452,045.2,ICD9DIAG,"Acute nonparalytic poliomyelitis","Acute nonparalytic poliomyelitis",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
773,D,D,I09,"5-dig billing code",44830922,ICD9CM,Condition,Medical,NULL,04520,045.20,ICD9DIAG,"Acute nonparalytic poliomyelitis, poliovirus, unspecified type","Acute nonparalytic poliomyelitis, poliovirus, unspecified type",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
774,D,D,I09,"5-dig billing code",44822818,ICD9CM,Condition,Medical,NULL,04521,045.21,ICD9DIAG,"Acute nonparalytic poliomyelitis, poliovirus type I","Acute nonparalytic poliomyelitis, poliovirus type i",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
775,D,D,I09,"5-dig billing code",44835612,ICD9CM,Condition,Medical,NULL,04522,045.22,ICD9DIAG,"Acute nonparalytic poliomyelitis, poliovirus type II","Acute nonparalytic poliomyelitis, poliovirus type ii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
776,D,D,I09,"5-dig billing code",44825148,ICD9CM,Condition,Medical,NULL,04523,045.23,ICD9DIAG,"Acute nonparalytic poliomyelitis, poliovirus type III","Acute nonparalytic poliomyelitis, poliovirus type iii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
777,D,D,I09,"4-dig nonbill code",44827491,ICD9CM,Condition,Medical,NULL,0459,045.9,ICD9DIAG,"Acute poliomyelitis, unspecified","Acute poliomyelitis, unspecified",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
778,D,D,I09,"5-dig billing code",44829739,ICD9CM,Condition,Medical,NULL,04590,045.90,ICD9DIAG,"Acute poliomyelitis, unspecified, poliovirus, unspecified type","Acute poliomyelitis, unspecified, poliovirus, unspecified type",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
779,D,D,I09,"5-dig billing code",44826337,ICD9CM,Condition,Medical,NULL,04591,045.91,ICD9DIAG,"Acute poliomyelitis, unspecified, poliovirus type I","Acute poliomyelitis, unspecified, poliovirus type i",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
780,D,D,I09,"5-dig billing code",44827492,ICD9CM,Condition,Medical,NULL,04592,045.92,ICD9DIAG,"Acute poliomyelitis, unspecified, poliovirus type II","Acute poliomyelitis, unspecified, poliovirus type ii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
781,D,D,I09,"5-dig billing code",44834428,ICD9CM,Condition,Medical,NULL,04593,045.93,ICD9DIAG,"Acute poliomyelitis, unspecified, poliovirus type III","Acute poliomyelitis, unspecified, poliovirus type iii",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
782,D,D,I09,"3-dig nonbill code",44830923,ICD9CM,Condition,Medical,NULL,046,046,ICD9DIAG,"Slow virus infections and prion diseases of central nervous system","Slow virus infections and prion diseases of central nervous system",I,Deleted,2015,UP,Y,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
783,D,D,I09,"4-dig billing code",44826338,ICD9CM,Condition,Medical,NULL,0460,046.0,ICD9DIAG,Kuru,Kuru,A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
784,D,D,I09,"4-dig nonbill code",44819362,ICD9CM,Condition,Medical,NULL,0461,046.1,ICD9DIAG,"Jakob-Creutzfeldt disease","Jakob-creutzfeldt disease",I,Deleted,2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
785,D,D,I09,"5-dig billing code",44828679,ICD9CM,Condition,Medical,NULL,04611,046.11,ICD9DIAG,"Variant Creutzfeldt-Jakob disease","Variant creutzfeldt-jakob disease",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
786,D,D,I09,"5-dig billing code",44836775,ICD9CM,Condition,Medical,NULL,04619,046.19,ICD9DIAG,"Other and unspecified Creutzfeldt-Jakob disease","Other and unspecified creutzfeldt-jakob disease",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
787,D,D,I09,"4-dig billing code",44835613,ICD9CM,Condition,Medical,NULL,0462,046.2,ICD9DIAG,"Subacute sclerosing panencephalitis","Subacute sclerosing panencephalitis",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
788,D,D,I09,"4-dig billing code",44821672,ICD9CM,Condition,Medical,NULL,0463,046.3,ICD9DIAG,"Progressive multifocal leukoencephalopathy","Progressive multifocal leukoencephalopathy",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
789,D,D,I09,"4-dig nonbill code",44823973,ICD9CM,Condition,Medical,NULL,0467,046.7,ICD9DIAG,"Other specified prion diseases of central nervous system","Other specified prion diseases of central nervous system",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
790,D,D,I09,"5-dig billing code",44827493,ICD9CM,Condition,Medical,NULL,04671,046.71,ICD9DIAG,"Gerstmann-Sträussler-Scheinker syndrome","Gerstmann-strpñussler-scheinker syndrome",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
791,D,D,I09,"5-dig billing code",44827494,ICD9CM,Condition,Biological,NULL,04672,046.72,ICD9DIAG,"Fatal familial insomnia","Fatal familial insomnia",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
792,D,D,I09,"5-dig billing code",44830924,ICD9CM,Condition,Medical,NULL,04679,046.79,ICD9DIAG,"Other and unspecified prion disease of central nervous system","Other and unspecified prion disease of central nervous system",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
793,D,D,I09,"4-dig billing code",44826339,ICD9CM,Condition,Medical,NULL,0468,046.8,ICD9DIAG,"Other specified slow virus infection of central nervous system","Other specified slow virus infection of central nervous system",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
794,D,D,I09,"4-dig billing code",44826340,ICD9CM,Condition,Medical,NULL,0469,046.9,ICD9DIAG,"Unspecified slow virus infection of central nervous system","Unspecified slow virus infection of central nervous system",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
795,D,D,I09,"3-dig nonbill code",44823974,ICD9CM,Condition,Medical,NULL,047,047,ICD9DIAG,"Meningitis due to enterovirus","Meningitis due to enterovirus",I,Deleted,2015,UP,N,N,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
796,D,D,I09,"4-dig billing code",44834429,ICD9CM,Condition,Medical,NULL,0470,047.0,ICD9DIAG,"Meningitis due to coxsackie virus","Meningitis due to coxsackie virus",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
797,D,D,I09,"4-dig billing code",44819363,ICD9CM,Condition,Medical,NULL,0471,047.1,ICD9DIAG,"Meningitis due to echo virus","Meningitis due to echo virus",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
798,D,D,I09,"4-dig billing code",44833229,ICD9CM,Condition,Medical,NULL,0478,047.8,ICD9DIAG,"Other specified viral meningitis","Other specified viral meningitis",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
799,D,D,I09,"4-dig billing code",44834430,ICD9CM,Condition,Medical,NULL,0479,047.9,ICD9DIAG,"Unspecified viral meningitis","Unspecified viral meningitis",A,"No change",2015,UP,Y,Y,NULL,C,N,"No change",2015,19700101,20991231,NULL,42005
